,Unnamed: 0,Tweet,Preprocessed Tweet,label_id,label
36,36,"It'd probably be useful to more than women, but I'm dealing with re-reading an article about a woman being harassed on the subway. #concern ",i probably useful women i dealing rereading article woman harassed subway concern,0,anger
37,37,her; i want a playful relationship\nme; *kicks her off the couch* ,want playful kicks couch,1,joy
38,38,Romero is fucking dreadful like seriously my 11 month old is better than him. ,romero fucking dreadful like seriously month old better,0,anger
39,39,"@user It’s taken for granted, while the misogyny in the air is treated as normal — and any angry response to it as pathological. ",i taken granted misogyny air treated normal i angry response pathological,0,anger
40,40,@user oh I see. I've seen so many people mourn the loss that I was surprised to see your tweet. I suppose same old here in SA ,oh see ve seen many people mourn loss surprised see tweet suppose old sa,3,sadness
41,41,so gutted i dropped one of my earrings down the sink at school ,gutted dropped one earrings sink school,3,sadness
42,42,"Happy birthday to Stephen King, a man responsible for some of the best horror of the past 40 years... and a whole bunch of the worst. ",happy birthday stephen king man responsible best horror past years whole bunch worst,1,joy
43,43,“ My courage always rises at every attempt to intimidate me.”\n-Elizabeth Bennett (Pride and Prejudice)\n#Quotes #Courage #FaceYourFears ,i courage always rises every attempt intimidate me i elizabeth bennett pride prejudice i quotes courage,2,optimism
44,44,"It's a good day at work when you get to shake Jim Lehrer's hand. Thanks, @user Still kicking myself for being to shy to hug @user ",i good day work get shake jim letter i hand thanks still kicking shy hug,1,joy
45,45,I'm so bored and fat and full and ridiculously overweight and rolls galore  ,i bored fat full ridiculously overweight rolls galore,3,sadness
46,46,"@user Flirt, simper, pout, repeat. Yuck. ",flirt simper pout repeat yuck,0,anger
47,47,"Trumpism likewise rests on a bed of racial resentment that was made knowingly and intentionally, long before Trump got into politics. ",trumps likewise rests bed racial resentment made knowingly intentionally long trump got politics,0,anger
48,48,There's this Bpharm4 guy Eish that guy brings anger into my life. When I see him nje like darkness fills me @user will know ,i pharm guy wish guy brings anger life see ne like darkness fills know,0,anger
49,49,"Tears and eyes can dry but I won't, I'm burning like the wire in a lightbulb ",tears eyes dry wo it i burning like wire lightbulb,0,anger
50,50,Nor hell a fury like a woman scorned -- William Congreve ,hell fury like woman scorned william concrete,0,anger
51,51,@user Tried 2 get earlier flt 2day  @user Turnd away bcuz it was 2 late Then agent let other pas on #silvereliteleftbehind  ,tried get earlier felt day turn away cuz late agent let pas,3,sadness
52,52,"@user I so wish you could someday come to Spain with the play, I can't believe I'm not going to see it #sad ",wish could someday come spain play ca it believe i going see sad,3,sadness
53,53,"Val got a little too big for her hiking boots with that bakewell, the little terror #GBBO ",val got little big hiking boots farewell little terror go,1,joy
54,54,@user bts' 화양연화 trilogy MV is my all time fav🙌 quite gloomy but beautiful as well✨ ,its trilogy my time fav quite gloomy beautiful well sparkles,1,joy
55,55,@user @user Prudence suggests that a 8+% bump over 2-3 weeks should be viewed with SKEPTICISM. Media/HRC axis #angry ,prudence suggests bump weeks viewed skepticism axis angry,0,anger
56,56,Thank you disney themed episode for letting me discover how amazing the @user are! #hilarious ,thank disney themed episode letting discover amazing hilarious,1,joy
57,57,Need a new outlet for #rage ,need new outlet rage,0,anger
58,58,Rewatching 'Raising Hope' (with hubs this time) and totally forgot how hilarious it is 😂 #HereWeGo ,watching raising hope hubs time totally forgot hilarious herewego,1,joy
59,59,@user @user wow. not heard this in forever. Random but. great #sting #xph ,wow heard forever random great sting up,1,joy
60,60,May the optimism of tomorrow be your foundation for today. ,may optimism tomorrow foundation today,2,optimism
61,61,"@user @user @user \n\nAnd also, trying to find it on Youtube is a fucking nightmare. ",anand also trying find youtube fucking nightmare,0,anger
62,62,@user spent over 2 fucking hours and still can't get that dam SIVA fragment on Fellwinters peak mountain  ,spent fucking hours still ca it get dam siva fragment peak mountain,0,anger
63,63,"Happy Birthday, LOST! / #lost #dharmainitiative #12years #22september2004 #oceanic815 ",happy birthday lost lost years september oceanic,1,joy
64,64,"#PeopleLikeMeBecause they see the happy exterior, not the hopelessness I sometimes feel inside. #depression  #anxietyprobz ",see happy exterior hopelessness sometimes feel inside depression,3,sadness
65,65,People who go the speed limit irritate me ,people go speed limit irritate,0,anger
66,66,#FF \n\n@The_Family_X \n\n#soul #blues &amp; #rock #band\n\n#music from the #heart\n\nWith soul &amp; #passion \n\nXx 🎶 xX ,of in in soul blues amp rock band music soul amp passion next ex,1,joy
67,67,@user @user ohh.. so here comes sense from terror supporting stone pelting vandalizing ppl who gather b4 protests to announce ... ,oh comes sense terror supporting stone pelting vandalizing pal gather i protests announce,0,anger
68,68,My fav #movies are #horror but they don't make them like they used too. Haven't seen a great one in years ,fav movies horror it make like used it seen great one years,3,sadness
69,69,I'd like to bridge the divide between Right and Left Twitter and say that the new Tweet truncating thing is fucking awful. ,i like bridge divide right left twitter say new tweet thing fucking awful,0,anger
70,70,@user I am shy xD ,shy laugh,3,sadness
71,71,After what just happened. In need to smoke.  ,happened need smoke,0,anger
72,72,Joes gf started singing all star and then Joe got angry and was all sing it right and started angrily singing it back at her ,joes of started singing star joe got angry sing right started angrily singing back,0,anger
73,73,"@user I remember its heyday, but these ladies range in age from, I'd say, mid-30s to early 70s. ",remember heyday ladies range age i say miss early,1,joy
74,74,@user so this houses will get into my instestines and scare my poop and I'll shit my pants? ,houses get intestines scare poop all shit pants,0,anger
75,75,@user @user @user \n\ndo REDNECKS intellectually intimidate you and force you to be their dancing clown? ,undo rednecks intellectually intimidate force dancing clown,0,anger
76,76,"Sometimes I like to talk about my sadness.  Other times, I just want to be distracted by friends, laughter, shopping, eating...  \n\n#MHChat ",sometimes like talk sadness times want distracted friends laughter shopping eating in chat,3,sadness
77,77,Noooooo @user without #MaryBerry will be #awful #endofanera going 2b so #lost @user have bought a #lameduck there #notallaboutthemoney ,nooooo without awful going i lost bought,0,anger
78,78,"On the bright side, my music theory teacher just pocket dabbed and said, 'I know what's hip.' And walked away 😂😭 ",bright side music theory teacher pocket dabbed said know i hip walked away,1,joy
79,79,"@user it can go one of two ways. You either get over it and accept it, because it's not going to change, or you mope about -- ",go one two ways either get accept i going change mope,0,anger
80,80,"#PeopleLikeMeBecause they see the happy exterior, not the hopelessness I sometimes feel inside. #depression #anxiety #anxietyprobz ",see happy exterior hopelessness sometimes feel inside depression anxiety,3,sadness
81,81,#ThisIsUs has messed with my mind &amp; now I'm anticipating the next episode with #apprehension &amp; #delight! #isthereahelplineforthis ,thisis messed mind amp i anticipating next episode apprehension amp delight,1,joy
82,82,God we need a new goal keeper! They’re both horrific. ,god need new goal keeper i horrific,0,anger
83,83,@user Old age?! No hope for the rest of us. Destined to become deatheaters by 50 #nightmare ,old age hope rest us destined become nightmare,3,sadness
84,84,"@user if I wanted GREEN POTATOES, a bottle with the tag still on, plus soaking wet items delivered - I'm winning today-sadly I didn't  ",wanted green potatoes bottle tag still plus soaking wet items delivered i winning it,3,sadness
85,85,"Everybody's worried about stopping #terrorism. Well, there's a really easy way: stop participating in it. -  Noam Chomsky ",everybody i worried stopping terrorism well i really easy way stop participating roam choosy,2,optimism
86,86,wow almost all the T-Mobile stores in San Diego are out of Note7 replacements #sadness I need to get mine replaced ,wow almost mobile stores san diego note replacements sadness need get mine replaced,3,sadness
87,87,I am worried that she felt safe. #unhappy ,worried felt safe unhappy,3,sadness
88,88,#ahs6 every 5 minutes I've been saying 'nope nope I'd be gone by now.' 'MOVE' or 'GTFO' so thank you for the  ,as every minutes ve saying nope nope i gone move to thank,0,anger
89,89,Nothing worse than an uber driver that can't drive. #awful ,nothing worse uber driver ca it drive awful,0,anger
90,90,"Leave it on there, rule,nimber 1 of carpet cleaning!!! #furious #worsethananatomicbomb #accidentlyspillbeeronthecarpet ",leave rule number carpet cleaning furious,0,anger
91,91,Said it before and I'll say it now: America is really fortunate that black people only want equality and not revenge. ,said all say america really fortunate black people want equality revenge,1,joy
92,92,@user u know ion play that shit bout my weary brother ,know ion play shit bout weary brother,0,anger
93,93,@user @user cmode grimrail made me want to eat angry bees ,code made want eat angry bees,0,anger
94,94,Happy Birthday @user #cheer #cheerchick #jeep #jeepgirl #IDriveAJeep #jeepjeep #Cheer ,happy birthday cheer jeep cheer,1,joy
95,95,"@user I assure you there is no laughter, but increasing anger at the costs, and arrogance of Westminster. ",assure laughter increasing anger costs arrogance westminster,0,anger
96,96,Why are people even debating on race inequality within our justice system like it's non existent? They're just trying to aggravate us. ,people even debating race inequality within justice system like i non existent re trying aggravate us,0,anger
97,97,"We're in contained depression. Only new economic engine is #Sustainability, say Joel @user + @user @ #VERGEcon. #NewGrandStrategy ",re contained depression new economic engine sustainability say joel verteron,3,sadness
98,98,@user &gt; huff louder ,it huff louder,3,sadness
99,99,"@user lol I thought maybe, couldn't decide if there was levity or not ",laughing loud thought maybe could it decide levity,1,joy
100,100,There's a certain hilarity in people angry at protests against the national anthem or the flag when these acts are covered by 1st Amendment. ,i certain hilarity people angry protests national anthem flag acts covered it amendment,0,anger
101,101,I don't want the pity of my instructors but I'd like some understanding. I'm truly trying despite ALL circumstances that make me discouraged ,it want pity instructors i like understanding i truly trying despite circumstances make discouraged,0,anger
102,102,"CommunitySleepCoach: Look at these #narcoleptic #puppies. Make you #smile. If you are human &amp; find yourself in such odd positions, seek #th… ",look narcoleptic puppies make smile human amp find odd positions seek the,1,joy
103,103,"@user 9 -9 vs Atlanta this yr, 2 - 11 vs Rockies and DBacks this yr. That's a combined 11 - 20 vs 3 atrocious teams in NL #awful ",is atlanta yr is rockies backs yr i combined is atrocious teams no awful,0,anger
104,104,"@user @user experience all plays a role in that, it's education and preparedness not fear ",experience plays role i education preparedness fear,2,optimism
105,105,"@user appointment booked between 1-6 today, waited in all day and nobody showed up, also requested a call back and never got one #awful ",appointment booked today waited day nobody showed also requested call back never got one awful,0,anger
106,106,Summer officially ends today. #sadness ,summer officially ends today sadness,3,sadness
107,107,@user seriously dude buy some bubble tape for your phones. #snap broke another phone ,seriously dude buy bubble tape phones snap broke another phone,0,anger
108,108,@user holy shit...what the hell happened to your lips!! Fix that shit! #mtv #teenmom #horrible ,holy shit hell happened lips fix shit mav tenemos horrible,0,anger
109,109,final vestiges of my 90's childhood were just dashed on the shoals of hearing a house cover of Tracy Chapman's 'fast car' at the dayjob ,final vestiges i childhood dashed shoals hearing house cover tracy chapman i fast car ajob,3,sadness
110,110,Maybe the entire Russian team will test positive for meldonium and the North Americans will get to replace them  ,maybe entire russian team test positive north americans get replace,0,anger
111,111,Hey folks sorry if anything offensive got posted on here yesterday my account got hacked. All fixed now though. I hope :-/ #angry #annoyed ,hey folks sorry anything offensive got posted yesterday account got hacked fixed though hope angry annoyed,0,anger
112,112,in my dream....They were trying to steal my kidney!!!  #blackmarket #whydidiwatchthat ,dream trying steal kidney,0,anger
113,113,I was not made for this world. #empath #unhappy ,made world empath unhappy,3,sadness
114,114,i'm... nervous about this test rip ,i nervous test rip,3,sadness
115,115,Ryan Gosling and Eva Mendes finally  ; B joyful an funny/dont boss/dont argue/do everything with kids/go on mini car trips/ focus on love ,ryan gosling eva mended finally i joyful argued everything kids mini car trips focus love,1,joy
116,116,i was so embarrassed when she saw us i was like knvfkkjg she thinks we're stalkers n then she starts waving all cheerfully inviting us in 😩 ,embarrassed saw us like thinks re stalkers i starts waving cheerfully inviting us,3,sadness
117,117,"Wow... One of my dads top favorite throwback rappers just died in a fiery car crash today in Atlanta, so sad so sad 😷😷 ",wow one dads top favorite throwback rappers died fiery car crash today atlanta sad sad,3,sadness
118,118,I can't wait for you to listen to my new single 'Mystery' and my new album😋. #newmusic #newsingle #newalbum #2016 #popmusic #dark ,ca it wait listen new single mystery new album dark,1,joy
119,119,Anybody know a good place to book a show in #Montreal on short but not super-short notice? #punkrock #postpunk #blues ,anybody know good place book show montreal short superstore notice postpone blues,2,optimism
120,120,"Don't be #afraid of the space between your #dreams and #reality. If you can #dream it, you can #make it so ",it afraid space dreams reality dream make,2,optimism
121,121,finally leaving my first job soon. i've been working here since i was 16. going to be kind of bitter sweet ,finally leaving first job soon ve working since going kind bitter sweet,3,sadness
122,122,@user @user don't get me started on town centre. Used to go every week.... not been for 18 months #horrible ,it get started town centre used go every week months horrible,0,anger
123,123,will brawndo cure my depression? @user #Idiocracytoday ,brand cure depression,3,sadness
124,124,Why is it that we rejoice at a birth and grieve at a funeral? It is because we are not the person involved. ― Mark Twain ,rejoice birth grieve funeral person involved i mark twain,2,optimism
125,125,I dislike people who get offended by the littlest shit . ,dislike people get offended littlest shit,0,anger
126,126,@user you look adorable awe ,look adorable awe,1,joy
127,127,New play through tonight! Pretty much a blind run. Only played the game once and maybe got 2 levels it. #Rage #horror ,new play tonight pretty much blind run played game maybe got levels rage horror,0,anger
128,128,@user ur road rage gives me anxiety. ,ur road rage gives anxiety,0,anger
129,129,@user brings back great memories of hilarity on #SATURDAYNIGHTLIVE ,brings back great memories hilarity,1,joy
130,130,@user @user my god is @user a full shilling? Seriously you need a major rethink or no lab gove in your lifetime #sad ,god full shilling seriously need major rethink lab give lifetime sad,3,sadness
131,131,"significantly, with a #bitter smile, 'let me ",significantly bitter smile let,0,anger
132,132,@user just trying to go home tonight? A run on 2nd and 20 and a run on 3rd and 20? That's what champs do...#sike #losers #terrible ,trying go home tonight run and run red i champs like losers terrible,0,anger
133,133,@user He didn't have many chances to show what he can do but looked lively and had a good shot tipped over the bar before the end. ,it many chances show looked lively good shot tipped bar end,1,joy
134,134,Need advice on how to get out of this rut!!!!  #needmotivation ,need advice get rut,2,optimism
135,135,in health we did a think about depression and now i feel like i have it ,health think depression feel like,3,sadness
136,136,@user It'll be easy to spot the parade of tiny weans in expensive jammies. Really is hilarious! ,all easy spot parade tiny weans expensive jammies really hilarious,1,joy
137,137,Muscled man with huge heart is messing with my brain and heart. #lost #confused ,muscled man huge heart messing brain heart lost confused,3,sadness
138,138,@user @user @user Trump says the refugee situation 'is not just about terrorism it's about quality of life.' Take note. ,trump says refugee situation is terrorism i quality life take note,0,anger
139,139,@user I'm wearing all black tomorrow to mourn. 😭💔 ,i wearing black tomorrow mourn brokenhearted,3,sadness
140,140,@user Hes right when the Civil war starts it will be wall to wall terrorism and i don't fancy the Muzzy's chances ,hes right civil war starts wall wall terrorism it fancy fuzzy i chances,0,anger
141,141,"@user *laughs louder this time, shaking my head* That was really cheesy, wasn't it? ",laughs louder time shaking head really cheesy it,1,joy
142,142,When my 4yo is gone I blast gothcore music. She has #anxiety &amp; I can't listen 2 it around her bcuz it's 'too spooky'. *sigh* #momlife ,yo gone blast music anxiety amp ca it listen around cuz i too spooky sigh lowlife,3,sadness
143,143,@user glee ,glee,1,joy
144,144,Gloriosa Bazigaga on #Rwanda work: 'I lost relatives in genocide but 15 yrs of peacebuilding has given me optimism it's within our power' ,glorious wanda work lost relatives genocide yrs given optimism i within power,2,optimism
145,145,@user #mhchat Childhood experiences inform adult relationships. We have associative memories Not a question of ability to process  ,chat childhood experiences inform adult relationships associative memories question ability process,3,sadness
146,146,"Texans and Astros both shut out tonight. Houston, we're back to normal. #texans #Astros #sadness #losers ",texans astro shut tonight houston re back normal texans astro sadness losers,3,sadness
147,147,@user nick fury ,nick fury,0,anger
148,148,and I'm up from a dream where I said something really retarded on twitter and it got like 10000 retweets #nightmare ,i dream said something really retarded twitter got like retweet nightmare,3,sadness
149,149,@user @user don't get me started on town centre. Used to go every week.... not been for 18 months  ,it get started town centre used go every week months,3,sadness
150,150,"@user both, scrap *ll the rage instead ",scrap rage instead,0,anger
151,151,Just told me wife there was a chance it would be 2 Sydney teams in AFL grand final. Her response: 'there's two SYDNEY AFL teams?' #serious ,told wife chance would sydney teams all grand final response there i two sydney all teams serious,2,optimism
152,152,@user wow I'm just really sadden by that. Terrible ,wow i really sadden terrible,3,sadness
153,153,I meet new people and I had to grow up with the reality that people can be desgusting and fake and so I lost my cheerfulness and started to ,meet new people grow reality people disgusting fake lost cheerfulness started,0,anger
154,154,Urgent need to get a new job. The constant gloom of my current one is getting a bit ridiculous now. ,urgent need get new job constant gloom current one getting bit ridiculous,3,sadness
155,155,These girls who are playful and childlike seem to have such lovely relationships. Can't imagine them having serious convos but it's cute  😍😍 ,girls playful childlike seem lovely relationships ca it imagine serious convoy i cute,1,joy
156,156,"I'm absolutely in love with Laurie Hernandez, she's so adorable and is always so cheerful! ",i absolutely love laurie hernandez i adorable always cheerful,1,joy
157,157,Why is it so windy? So glad I didn't ride my bike. #fear #wind ,windy glad it ride bike fear wind,1,joy
158,158,"The point of living, and being an optimist, is to be foolish enough to believe the best is yet to come' - Peter Ustinov #optimism #quote ",point living optimist foolish enough believe best yet come peter optimism quote,2,optimism
159,159,@user @user Quite the response of retaliation from Weiner in getting revenge on Huma &amp; Hillary 'clam digging'.\n#AllScumbags ,quite response retaliation weiner getting revenge huma amp hillary clam digging,0,anger
160,160,@user @user they're both pretty awful when you look at them historically ,re pretty awful look historically,0,anger
161,161,broken policy' #blasio &lt;&gt; #trump #giuliani 'broken windows' all part of 'pecking order' #bully politics #america RESIST #motto ,broken policy basic it it trump gillian broken windows part pecking order bully politics america resist motto,0,anger
162,162,"Mate the thing I get excited about in my profession are mad. A client said she opened her bowels, I'm rejoicing ",mate thing get excited profession mad client said opened bowels i rejoicing,1,joy
163,163,@user 'Don't you know how nervous I was to see you?' ,do it know nervous see,3,sadness
164,164,@user Worst than going to the morgue to do a positive ID. #horrible Reuters ,worst going morgue positive id horrible reuters,0,anger
165,165,@user that is one thing but attacking and hating is worse - that makes us just like the angry vengeful behavior we detest ,one thing attacking hating worse makes us like angry vengeful behavior detest,0,anger
166,166,"@user wow , your right they do need help,so what I'm getting from the Laureliver fandom and bitter comic fandom and ",wow right need help i getting fandom bitter comic fandom,3,sadness
167,167,I'm such a shy girl🙄 ,i shy girl,3,sadness
168,168,mmmm i'm kinda sad i hope i can shake this before school ,ummm i kinda sad hope shake school,3,sadness
169,169,Every day I think my #house 🏡 is #burning 🔥 but it's always just my neighbor burning their #toast! 😷😡🍞 ,every day think house burning fire i always neighbor burning toast bread,1,joy
170,170,"In  fact,  sometimes i don't get furious at people who wrong me, but   i get  furious at  myself  for being  a  fool. ",fact sometimes it get furious people wrong get furious fool,0,anger
171,171,@user #nothappy and still #charging the #fullprice 😡😡 #fuming some your #bestrides 😳😳 ,still charging fuming bestrides,0,anger
172,172,Everyone is raging ,everyone raging,0,anger
173,173,Sometimes I get mad over something so minuscule I try to ruin somebodies life not like lose your job like get you into federal prison #anger ,sometimes get mad something minuscule try ruin somebodies life like lose job like get federal prison anger,0,anger
174,174,@user @user the refs are in GT's favor tonight.  ,refs it i favor tonight,1,joy
175,175,NL's top bureaucrat is a director of a group formed to oppose NL's top megaproject. #nlpoli - never dull ,no i top bureaucrat director group formed oppose no i top poli never dull,3,sadness
176,176,Watch this amazing live.ly broadcast by @user  #musically ,watch amazing lively broadcast musically,1,joy
177,177,No one wants to win the wild card because you have to play the Cubs on the road.  #sadness ,one wants win wild card play cubs road sadness,3,sadness
178,178,@user @user Amal Clooney should try to prosecute  #Bush/ #Blair for #war crimes that turned our World upside down&amp;created #terrorism ,anal clooney try prosecute bush blair war crimes turned world upside amp created terrorism,0,anger
179,179,"@user stop the presses, @user said/proposed something racist. #shocking ",stop presses something racist shocking,0,anger
180,180,@user \nIsn't OBrien supposed to be some sort of offensive genius  ,is it o'brien supposed sort offensive genius,0,anger
181,181,Good morning chirpy #SpringEquinox and your pensive sister #AutumnEquinox A perfect day however it is expressed 🌹🍁🌓☯️ #theBeautyofBalance ,good morning chirpy pensive sister perfect day however expressed rose nyang,1,joy
182,182,"@user do we think the swallows and swifts have gone? Photo'd 3 nights ago, not seen since. #sad #Autumn ",think swallows swifts gone photo i nights ago seen since sad autumn,3,sadness
183,183,I told my chiropractor 'I'm here for a good time not a long time' when he questioned my habits and yet again I have unnerved a doctor ,told chiropractor i good time long time questioned habits yet unnerved doctor,2,optimism
184,184,Lady gaga fucking followed i have been waiting for this day for ages it fucking happened im shaking thank you so much @user ❤️ ,lady gaga fucking followed waiting day ages fucking happened im shaking thank much redhead,1,joy
185,185,@user you came in at silly o'clock and woke me up that's what happened #wasted #fuming ,came silly clock woke i happened wasted fuming,0,anger
186,186,@user @user the gleesome threesome ,gruesome threesome,1,joy
187,187,@user I think you should do. Get the fashion police involved. #shocking ,think get fashion police involved shocking,0,anger
188,188,Wishing i was rich so i didnt have to get up this morning #poor #sleepy  #sad #needsmoresleep ,wishing rich didn't get morning poor sleepy sad,3,sadness
189,189,@user relentless echo chamber - negative comments with lots of reverb. Typical bully behavior. ,relentless echo chamber negative comments lots reverb typical bully behavior,0,anger
190,190,@user Thank you for follow and its a good website you have and cheering with no hassle. ,thank follow good website cheering hassle,1,joy
191,191,@user people have so much negativity filled inside them but im always happy that in such a gloomy world someone like u exists Namjoon ,people much negativity filled inside im always happy gloomy world someone like exists,1,joy
192,192,"When something makes you excited, terrified, thrilled, nervous, elated &amp; like you've been kicked in the guts all at once. Need word for that ",something makes excited terrified thrilled nervous elated amp like ve kicked guts need word,1,joy
193,193,@user that's not easy to blow up the LT on a run play. He created the seam for Sua to burst through ,i easy blow it run play created seam sua burst,1,joy
194,194,@user @user But I decided to be a bit lackadaisical about getting dressed to get groceries. ,decided bit lackadaisical getting dressed get groceries,1,joy
195,195,"@user optimism is he'll lose, that's actually a compromise :P ",optimism all lose i actually compromise i,2,optimism
196,196,@user \n'It's alright!' She said cheerfully trying to make the moment fun ,nit i alright said cheerfully trying make moment fun,1,joy
197,197,@user they might get Donal óg sure! They won't have him in cork as he's to fiery for dopey frank &amp; his cult ,might get donald og sure wo it cork i fiery dopey frank amp cult,0,anger
198,198,Ppl like that irritate my soul ,pal like irritate soul,0,anger
199,199,@user at least his character in fast and furious pumped some adrenaline into the franchise. But that's about it ,least character fast furious pumped adrenaline franchise i,2,optimism
200,200,Now that @user has snapchat back it's a constant battle to see who can get the ugliest snap of one another 😂🙃 #snap survival ,snapchat back i constant battle see get ugliest snap one another snap survival,1,joy
201,201,@user He's just too raging to type properly... Ha ha! ,i raging type properly ha ha,0,anger
202,202,Pakistan continues to treat #terror as a matter of state policy says @user #UriAttack ,pakistan continues treat terror matter state policy says,0,anger
203,203,i have so much hair it's a nightmare but it's also very soft so it guess it's a win-lose situation ,much hair i nightmare i also soft guess i winos situation,2,optimism
204,204,@user @user whatever Sam is holding on your tee looks like it's got a droop on 😂 ,whatever sam holding tee looks like i got droop,1,joy
205,205,"One step forward, two steps backward, the link to RogerFedererShop doesn´t work.😰 I am losing hope about Roger Federer new Website #sadness ",one step forward two steps backward link doesn't work losing hope roger federal new website sadness,3,sadness
206,206,The Pats are awesome. Belichick is awesome ...they just are.  ,pats awesome awesome,1,joy
207,207,"Don't join @user they put the phone down on you, talk over you and are rude. Taking money out of my acc willynilly!  ",it join put phone talk rude taking money act,0,anger
208,208,@user @user @user @user Take 2k out of it the numbers on madden are low and have dropped and people are unhappy ,take i numbers madden low dropped people unhappy,3,sadness
209,209,"@user No!  By Y'all I mean rioting, fire starting, business burning, looting ASSHOLES!  That create #BlackLivesmatter  ",yall mean rioting fire starting business burning looting assholes create,0,anger
